zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
20011,DC,District of Columbia,District of Columbia,DC,1,,,,
20012,DC,District of Columbia,District of Columbia,DC,1,,,,
20015,DC,District of Columbia,District of Columbia,DC,1,,,,
20016,DC,District of Columbia,District of Columbia,DC,1,,,,
20017,DC,District of Columbia,District of Columbia,DC,1,,,,
20018,DC,District of Columbia,District of Columbia,DC,1,,,,
20019,DC,District of Columbia,District of Columbia,DC,1,,,,
20020,DC,District of Columbia,District of Columbia,DC,1,,,,
20022,DC,District of Columbia,District of Columbia,DC,1,,,,
20023,DC,District of Columbia,District of Columbia,DC,1,,,,
20024,DC,District of Columbia,District of Columbia,DC,1,,,,
20026,DC,District of Columbia,District of Columbia,DC,1,,,,
20032,DC,District of Columbia,District of Columbia,DC,1,,,,
20036,DC,District of Columbia,District of Columbia,DC,1,,,,
20037,DC,District of Columbia,District of Columbia,DC,1,,,,
20042,DC,District of Columbia,District of Columbia,DC,1,,,,
20045,DC,District of Columbia,District of Columbia,DC,1,,,,
20047,DC,District of Columbia,District of Columbia,DC,1,,,,
20049,DC,District of Columbia,District of Columbia,DC,1,,,,
20050,DC,District of Columbia,District of Columbia,DC,1,,,,
20052,DC,District of Columbia,District of Columbia,DC,1,,,,
20053,DC,District of Columbia,District of Columbia,DC,1,,,,
20055,DC,District of Columbia,District of Columbia,DC,1,,,,
20057,DC,District of Columbia,District of Columbia,DC,1,,,,
20059,DC,District of Columbia,District of Columbia,DC,1,,,,
20060,DC,District of Columbia,District of Columbia,DC,1,,,,
20062,DC,District of Columbia,District of Columbia,DC,1,,,,
20063,DC,District of Columbia,District of Columbia,DC,1,,,,
20064,DC,District of Columbia,District of Columbia,DC,1,,,,
20065,DC,District of Columbia,District of Columbia,DC,1,,,,
20066,DC,District of Columbia,District of Columbia,DC,1,,,,
20071,DC,District of Columbia,District of Columbia,DC,1,,,,
20073,DC,District of Columbia,District of Columbia,DC,1,,,,
20076,DC,District of Columbia,District of Columbia,DC,1,,,,
20201,DC,District of Columbia,District of Columbia,DC,1,,,,
20202,DC,District of Columbia,District of Columbia,DC,1,,,,
20203,DC,District of Columbia,District of Columbia,DC,1,,,,
20204,DC,District of Columbia,District of Columbia,DC,1,,,,
20208,DC,District of Columbia,District of Columbia,DC,1,,,,
20210,DC,District of Columbia,District of Columbia,DC,1,,,,
20211,DC,District of Columbia,District of Columbia,DC,1,,,,
20212,DC,District of Columbia,District of Columbia,DC,1,,,,
20213,DC,District of Columbia,District of Columbia,DC,1,,,,
20215,DC,District of Columbia,District of Columbia,DC,1,,,,
20216,DC,District of Columbia,District of Columbia,DC,1,,,,
20217,DC,District of Columbia,District of Columbia,DC,1,,,,
20218,DC,District of Columbia,District of Columbia,DC,1,,,,
20219,DC,District of Columbia,District of Columbia,DC,1,,,,
20220,DC,District of Columbia,District of Columbia,DC,1,,,,
20221,DC,District of Columbia,District of Columbia,DC,1,,,,
20222,DC,District of Columbia,District of Columbia,DC,1,,,,
20223,DC,District of Columbia,District of Columbia,DC,1,,,,
20224,DC,District of Columbia,District of Columbia,DC,1,,,,
20226,DC,District of Columbia,District of Columbia,DC,1,,,,
20227,DC,District of Columbia,District of Columbia,DC,1,,,,
20228,DC,District of Columbia,District of Columbia,DC,1,,,,
20229,DC,District of Columbia,District of Columbia,DC,1,,,,
20230,DC,District of Columbia,District of Columbia,DC,1,,,,
20235,DC,District of Columbia,District of Columbia,DC,1,,,,
20237,DC,District of Columbia,District of Columbia,DC,1,,,,
20239,DC,District of Columbia,District of Columbia,DC,1,,,,
20240,DC,District of Columbia,District of Columbia,DC,1,,,,
20241,DC,District of Columbia,District of Columbia,DC,1,,,,
20242,DC,District of Columbia,District of Columbia,DC,1,,,,
20244,DC,District of Columbia,District of Columbia,DC,1,,,,
20245,DC,District of Columbia,District of Columbia,DC,1,,,,
20250,DC,District of Columbia,District of Columbia,DC,1,,,,
20254,DC,District of Columbia,District of Columbia,DC,1,,,,
20260,DC,District of Columbia,District of Columbia,DC,1,,,,
20268,DC,District of Columbia,District of Columbia,DC,1,,,,
20270,DC,District of Columbia,District of Columbia,DC,1,,,,
20289,DC,District of Columbia,District of Columbia,DC,1,,,,
20303,DC,District of Columbia,District of Columbia,DC,1,,,,
20306,DC,District of Columbia,District of Columbia,DC,1,,,,
20307,DC,District of Columbia,District of Columbia,DC,1,,,,
20318,DC,District of Columbia,District of Columbia,DC,1,,,,
20319,DC,District of Columbia,District of Columbia,DC,1,,,,
20340,DC,District of Columbia,District of Columbia,DC,1,,,,
20370,DC,District of Columbia,District of Columbia,DC,1,,,,
20372,DC,District of Columbia,District of Columbia,DC,1,,,,
20373,DC,District of Columbia,District of Columbia,DC,1,,,,
20374,DC,District of Columbia,District of Columbia,DC,1,,,,
20375,DC,District of Columbia,District of Columbia,DC,1,,,,
20376,DC,District of Columbia,District of Columbia,DC,1,,,,
20380,DC,District of Columbia,District of Columbia,DC,1,,,,
20388,DC,District of Columbia,District of Columbia,DC,1,,,,
20390,DC,District of Columbia,District of Columbia,DC,1,,,,
20391,DC,District of Columbia,District of Columbia,DC,1,,,,
20392,DC,District of Columbia,District of Columbia,DC,1,,,,
20398,DC,District of Columbia,District of Columbia,DC,1,,,,
20401,DC,District of Columbia,District of Columbia,DC,1,,,,
20402,DC,District of Columbia,District of Columbia,DC,1,,,,
20403,DC,District of Columbia,District of Columbia,DC,1,,,,
20404,DC,District of Columbia,District of Columbia,DC,1,,,,
20405,DC,District of Columbia,District of Columbia,DC,1,,,,
20407,DC,District of Columbia,District of Columbia,DC,1,,,,
20408,DC,District of Columbia,District of Columbia,DC,1,,,,
20410,DC,District of Columbia,District of Columbia,DC,1,,,,
20411,DC,District of Columbia,District of Columbia,DC,1,,,,
20412,DC,District of Columbia,District of Columbia,DC,1,,,,
20413,DC,District of Columbia,District of Columbia,DC,1,,,,
20414,DC,District of Columbia,District of Columbia,DC,1,,,,
20415,DC,District of Columbia,District of Columbia,DC,1,,,,
20416,DC,District of Columbia,District of Columbia,DC,1,,,,
20418,DC,District of Columbia,District of Columbia,DC,1,,,,
20420,DC,District of Columbia,District of Columbia,DC,1,,,,
20422,DC,District of Columbia,District of Columbia,DC,1,,,,
20423,DC,District of Columbia,District of Columbia,DC,1,,,,
20424,DC,District of Columbia,District of Columbia,DC,1,,,,
20426,DC,District of Columbia,District of Columbia,DC,1,,,,
20427,DC,District of Columbia,District of Columbia,DC,1,,,,
20429,DC,District of Columbia,District of Columbia,DC,1,,,,
20431,DC,District of Columbia,District of Columbia,DC,1,,,,
20433,DC,District of Columbia,District of Columbia,DC,1,,,,
20434,DC,District of Columbia,District of Columbia,DC,1,,,,
20436,DC,District of Columbia,District of Columbia,DC,1,,,,
20437,DC,District of Columbia,District of Columbia,DC,1,,,,
20439,DC,District of Columbia,District of Columbia,DC,1,,,,
20441,DC,District of Columbia,District of Columbia,DC,1,,,,
20442,DC,District of Columbia,District of Columbia,DC,1,,,,
20451,DC,District of Columbia,District of Columbia,DC,1,,,,
20460,DC,District of Columbia,District of Columbia,DC,1,,,,
20463,DC,District of Columbia,District of Columbia,DC,1,,,,
20472,DC,District of Columbia,District of Columbia,DC,1,,,,
20500,DC,District of Columbia,District of Columbia,DC,1,,,,
20503,DC,District of Columbia,District of Columbia,DC,1,,,,
20504,DC,District of Columbia,District of Columbia,DC,1,,,,
20505,DC,District of Columbia,District of Columbia,DC,1,,,,
20506,DC,District of Columbia,District of Columbia,DC,1,,,,
20507,DC,District of Columbia,District of Columbia,DC,1,,,,
20508,DC,District of Columbia,District of Columbia,DC,1,,,,
20509,DC,District of Columbia,District of Columbia,DC,1,,,,
20510,DC,District of Columbia,District of Columbia,DC,1,,,,
20515,DC,District of Columbia,District of Columbia,DC,1,,,,
20520,DC,District of Columbia,District of Columbia,DC,1,,,,
20521,DC,District of Columbia,District of Columbia,DC,1,,,,
20522,DC,District of Columbia,District of Columbia,DC,1,,,,
20523,DC,District of Columbia,District of Columbia,DC,1,,,,
20526,DC,District of Columbia,District of Columbia,DC,1,,,,
20527,DC,District of Columbia,District of Columbia,DC,1,,,,
20528,DC,District of Columbia,District of Columbia,DC,1,,,,
20529,DC,District of Columbia,District of Columbia,DC,1,,,,
20530,DC,District of Columbia,District of Columbia,DC,1,,,,
20532,DC,District of Columbia,District of Columbia,DC,1,,,,
20533,DC,District of Columbia,District of Columbia,DC,1,,,,
20534,DC,District of Columbia,District of Columbia,DC,1,,,,
20535,DC,District of Columbia,District of Columbia,DC,1,,,,
20536,DC,District of Columbia,District of Columbia,DC,1,,,,
20538,DC,District of Columbia,District of Columbia,DC,1,,,,
20539,DC,District of Columbia,District of Columbia,DC,1,,,,
20540,DC,District of Columbia,District of Columbia,DC,1,,,,
20541,DC,District of Columbia,District of Columbia,DC,1,,,,
20542,DC,District of Columbia,District of Columbia,DC,1,,,,
20543,DC,District of Columbia,District of Columbia,DC,1,,,,
20546,DC,District of Columbia,District of Columbia,DC,1,,,,
20547,DC,District of Columbia,District of Columbia,DC,1,,,,
20548,DC,District of Columbia,District of Columbia,DC,1,,,,
20549,DC,District of Columbia,District of Columbia,DC,1,,,,
20551,DC,District of Columbia,District of Columbia,DC,1,,,,
20552,DC,District of Columbia,District of Columbia,DC,1,,,,
20553,DC,District of Columbia,District of Columbia,DC,1,,,,
20554,DC,District of Columbia,District of Columbia,DC,1,,,,
20555,DC,District of Columbia,District of Columbia,DC,1,,,,
20557,DC,District of Columbia,District of Columbia,DC,1,,,,
20559,DC,District of Columbia,District of Columbia,DC,1,,,,
20560,DC,District of Columbia,District of Columbia,DC,1,,,,
20565,DC,District of Columbia,District of Columbia,DC,1,,,,
20566,DC,District of Columbia,District of Columbia,DC,1,,,,
20571,DC,District of Columbia,District of Columbia,DC,1,,,,
20572,DC,District of Columbia,District of Columbia,DC,1,,,,
20575,DC,District of Columbia,District of Columbia,DC,1,,,,
20577,DC,District of Columbia,District of Columbia,DC,1,,,,
20579,DC,District of Columbia,District of Columbia,DC,1,,,,
20580,DC,District of Columbia,District of Columbia,DC,1,,,,
20585,DC,District of Columbia,District of Columbia,DC,1,,,,
20590,DC,District of Columbia,District of Columbia,DC,1,,,,
20591,DC,District of Columbia,District of Columbia,DC,1,,,,
20593,DC,District of Columbia,District of Columbia,DC,1,,,,
20594,DC,District of Columbia,District of Columbia,DC,1,,,,
20597,DC,District of Columbia,District of Columbia,DC,1,,,,
32601,FL,Alachua County,Alachua County,FL,1,,,,
32603,FL,Alachua County,Alachua County,FL,1,,,,
32605,FL,Alachua County,Alachua County,FL,1,,,,
32606,FL,Alachua County,Alachua County,FL,1,,,,
32607,FL,Alachua County,Alachua County,FL,1,,,,
32608,FL,Alachua County,Alachua County,FL,1,,,,
32609,FL,Alachua County,Alachua County,FL,1,,,,
32610,FL,Alachua County,Alachua County,FL,1,,,,
32611,FL,Alachua County,Alachua County,FL,1,,,,
32612,FL,Alachua County,Alachua County,FL,1,,,,
32615,FL,Alachua County,Alachua County,FL,1,,,,
32618,FL,Alachua County,Alachua County,FL,1,,,,
32622,FL,Alachua County,Alachua County,FL,1,,,,
32631,FL,Alachua County,Alachua County,FL,1,,,,
32633,FL,Alachua County,Alachua County,FL,1,,,,
32640,FL,Alachua County,Alachua County,FL,1,,,,
32641,FL,Alachua County,Alachua County,FL,1,,,,
32643,FL,Alachua County,Alachua County,FL,1,,,,
32653,FL,Alachua County,Alachua County,FL,1,,,,
32654,FL,Alachua County,Alachua County,FL,1,,,,
32658,FL,Alachua County,Alachua County,FL,1,,,,
32662,FL,Alachua County,Alachua County,FL,1,,,,
32666,FL,Alachua County,Alachua County,FL,1,,,,
32667,FL,Alachua County,Alachua County,FL,1,,,,
32669,FL,Alachua County,Alachua County,FL,1,,,,
32694,FL,Alachua County,Alachua County,FL,1,,,,
32040,FL,Baker County,Baker County,FL,3,,,,
32063,FL,Baker County,Baker County,FL,3,,,,
32087,FL,Baker County,Baker County,FL,3,,,,
32234,FL,Baker County,Baker County,FL,3,,,,
32401,FL,Bay County,Bay County,FL,5,,,,
32403,FL,Bay County,Bay County,FL,5,,,,
32404,FL,Bay County,Bay County,FL,5,,,,
32405,FL,Bay County,Bay County,FL,5,,,,
32407,FL,Bay County,Bay County,FL,5,,,,
32408,FL,Bay County,Bay County,FL,5,,,,
32409,FL,Bay County,Bay County,FL,5,,,,
32410,FL,Bay County,Bay County,FL,5,,,,
32413,FL,Bay County,Bay County,FL,5,,,,
32437,FL,Bay County,Bay County,FL,5,,,,
32438,FL,Bay County,Bay County,FL,5,,,,
32444,FL,Bay County,Bay County,FL,5,,,,
32456,FL,Bay County,Bay County,FL,5,,,,
32461,FL,Bay County,Bay County,FL,5,,,,
32465,FL,Bay County,Bay County,FL,5,,,,
32466,FL,Bay County,Bay County,FL,5,,,,
32042,FL,Bradford County,Bradford County,FL,7,,,,
32044,FL,Bradford County,Bradford County,FL,7,,,,
32054,FL,Bradford County,Bradford County,FL,7,,,,
32058,FL,Bradford County,Bradford County,FL,7,,,,
32091,FL,Bradford County,Bradford County,FL,7,,,,
32622,FL,Bradford County,Bradford County,FL,7,,,,
32656,FL,Bradford County,Bradford County,FL,7,,,,
32666,FL,Bradford County,Bradford County,FL,7,,,,
32754,FL,Brevard County,Brevard County,FL,9,,,,
32775,FL,Brevard County,Brevard County,FL,9,,,,
32780,FL,Brevard County,Brevard County,FL,9,,,,
32796,FL,Brevard County,Brevard County,FL,9,,,,
32815,FL,Brevard County,Brevard County,FL,9,,,,
32899,FL,Brevard County,Brevard County,FL,9,,,,
32901,FL,Brevard County,Brevard County,FL,9,,,,
32903,FL,Brevard County,Brevard County,FL,9,,,,
32904,FL,Brevard County,Brevard County,FL,9,,,,
32905,FL,Brevard County,Brevard County,FL,9,,,,
32907,FL,Brevard County,Brevard County,FL,9,,,,
32908,FL,Brevard County,Brevard County,FL,9,,,,
32909,FL,Brevard County,Brevard County,FL,9,,,,
32920,FL,Brevard County,Brevard County,FL,9,,,,
32922,FL,Brevard County,Brevard County,FL,9,,,,
32925,FL,Brevard County,Brevard County,FL,9,,,,
32926,FL,Brevard County,Brevard County,FL,9,,,,
32927,FL,Brevard County,Brevard County,FL,9,,,,
32931,FL,Brevard County,Brevard County,FL,9,,,,
32934,FL,Brevard County,Brevard County,FL,9,,,,
32935,FL,Brevard County,Brevard County,FL,9,,,,
32937,FL,Brevard County,Brevard County,FL,9,,,,
32940,FL,Brevard County,Brevard County,FL,9,,,,
32949,FL,Brevard County,Brevard County,FL,9,,,,
32950,FL,Brevard County,Brevard County,FL,9,,,,
32951,FL,Brevard County,Brevard County,FL,9,,,,
32952,FL,Brevard County,Brevard County,FL,9,,,,
32953,FL,Brevard County,Brevard County,FL,9,,,,
32955,FL,Brevard County,Brevard County,FL,9,,,,
32959,FL,Brevard County,Brevard County,FL,9,,,,
32976,FL,Brevard County,Brevard County,FL,9,,,,
33004,FL,Broward County,Broward County,FL,11,,,,
33009,FL,Broward County,Broward County,FL,11,,,,
33018,FL,Broward County,Broward County,FL,11,,,,
33019,FL,Broward County,Broward County,FL,11,,,,
33020,FL,Broward County,Broward County,FL,11,,,,
33021,FL,Broward County,Broward County,FL,11,,,,
33022,FL,Broward County,Broward County,FL,11,,,,
33023,FL,Broward County,Broward County,FL,11,,,,
33024,FL,Broward County,Broward County,FL,11,,,,
33025,FL,Broward County,Broward County,FL,11,,,,
33026,FL,Broward County,Broward County,FL,11,,,,
33027,FL,Broward County,Broward County,FL,11,,,,
33028,FL,Broward County,Broward County,FL,11,,,,
33029,FL,Broward County,Broward County,FL,11,,,,
33060,FL,Broward County,Broward County,FL,11,,,,
33062,FL,Broward County,Broward County,FL,11,,,,
33063,FL,Broward County,Broward County,FL,11,,,,
33064,FL,Broward County,Broward County,FL,11,,,,
33065,FL,Broward County,Broward County,FL,11,,,,
33066,FL,Broward County,Broward County,FL,11,,,,
33067,FL,Broward County,Broward County,FL,11,,,,
33068,FL,Broward County,Broward County,FL,11,,,,
33069,FL,Broward County,Broward County,FL,11,,,,
33071,FL,Broward County,Broward County,FL,11,,,,
33073,FL,Broward County,Broward County,FL,11,,,,
33076,FL,Broward County,Broward County,FL,11,,,,
33082,FL,Broward County,Broward County,FL,11,,,,
33160,FL,Broward County,Broward County,FL,11,,,,
33301,FL,Broward County,Broward County,FL,11,,,,
33304,FL,Broward County,Broward County,FL,11,,,,
33305,FL,Broward County,Broward County,FL,11,,,,
33306,FL,Broward County,Broward County,FL,11,,,,
33308,FL,Broward County,Broward County,FL,11,,,,
33309,FL,Broward County,Broward County,FL,11,,,,
33310,FL,Broward County,Broward County,FL,11,,,,
33311,FL,Broward County,Broward County,FL,11,,,,
33312,FL,Broward County,Broward County,FL,11,,,,
33313,FL,Broward County,Broward County,FL,11,,,,
33314,FL,Broward County,Broward County,FL,11,,,,
33315,FL,Broward County,Broward County,FL,11,,,,
33316,FL,Broward County,Broward County,FL,11,,,,
33317,FL,Broward County,Broward County,FL,11,,,,
33319,FL,Broward County,Broward County,FL,11,,,,
33321,FL,Broward County,Broward County,FL,11,,,,
33322,FL,Broward County,Broward County,FL,11,,,,
